text,start,end,imdbid,imdbid_pe,season,episode,scaled_end,scaled_start,duration,tvad_name,tvad_index,bboxes,pred_ids
Joey hands him a towel.,1009.651,1010.672,tt0108778,tt0583567,2,10,1011.161,1009.161,2.0,friends_s02e10_seg02_clip_14,"[50, 51, 51, 52, 52, 52, 53, 53, 54, 54, 54, 55, 55, 56, 56, 56]","[[[462, 95, 513, 159], [216, 91, 252, 155]], [[494, 87, 546, 153]], [[494, 87, 546, 153]], [[491, 82, 541, 148], [169, 66, 207, 139]], [[491, 82, 541, 148], [169, 66, 207, 139]], [[491, 82, 541, 148], [169, 66, 207, 139]], [[439, 87, 493, 151], [164, 74, 201, 144]], [[439, 87, 493, 151], [164, 74, 201, 144]], [[384, 86, 441, 156], [152, 80, 197, 151]], [[384, 86, 441, 156], [152, 80, 197, 151]], [[384, 86, 441, 156], [152, 80, 197, 151]], [[400, 82, 457, 150], [139, 69, 192, 146]], [[400, 82, 457, 150], [139, 69, 192, 146]], [[450, 85, 503, 150], [136, 58, 178, 137]], [[450, 85, 503, 150], [136, 58, 178, 137]], [[450, 85, 503, 150], [136, 58, 178, 137]]]","{'nm0001455': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Chandler points and nods.,1024.518,1025.839,tt0108778,tt0583567,2,10,1026.178,1024.178,2.0,friends_s02e10_seg02_clip_14,"[96, 96, 96, 97, 97, 98, 98, 98, 99, 99, 100, 100, 100, 101, 101, 102]","[[[218, 109, 263, 187], [445, 140, 491, 209]], [[218, 109, 263, 187], [445, 140, 491, 209]], [[218, 109, 263, 187], [445, 140, 491, 209]], [[206, 100, 253, 180], [463, 119, 515, 192]], [[206, 100, 253, 180], [463, 119, 515, 192]], [[452, 93, 508, 170], [162, 96, 222, 178]], [[452, 93, 508, 170], [162, 96, 222, 178]], [[452, 93, 508, 170], [162, 96, 222, 178]], [[441, 99, 499, 174], [88, 98, 160, 177]], [[441, 99, 499, 174], [88, 98, 160, 177]], [[427, 111, 486, 185], [120, 114, 169, 190]], [[427, 111, 486, 185], [120, 114, 169, 190]], [[427, 111, 486, 185], [120, 114, 169, 190]], [[435, 105, 483, 180], [100, 129, 136, 193]], [[435, 105, 483, 180], [100, 129, 136, 193]], [[480, 91, 526, 173], [85, 136, 117, 186]]]","{'nm0001455': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0)], 'nm0001612': [(13, 0), (14, 0)]}"
Joey takes a seat.,1026.099,1026.92,tt0108778,tt0583567,2,10,1027.51,1025.51,2.0,friends_s02e10_seg02_clip_14,"[100, 100, 100, 101, 101, 102, 102, 102, 103, 103, 104, 104, 104, 105, 105, 106]","[[[427, 111, 486, 185], [120, 114, 169, 190]], [[427, 111, 486, 185], [120, 114, 169, 190]], [[427, 111, 486, 185], [120, 114, 169, 190]], [[435, 105, 483, 180], [100, 129, 136, 193]], [[435, 105, 483, 180], [100, 129, 136, 193]], [[480, 91, 526, 173], [85, 136, 117, 186]], [[480, 91, 526, 173], [85, 136, 117, 186]], [[480, 91, 526, 173], [85, 136, 117, 186]], [[481, 87, 528, 167]], [[481, 87, 528, 167]], [[474, 82, 519, 159]], [[474, 82, 519, 159]], [[474, 82, 519, 159]], [[449, 84, 496, 161]], [[449, 84, 496, 161]], [[427, 75, 475, 151]]]","{'nm0001612': [(3, 0), (4, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Monica grabs the waiter at the cafe.,1090.69,1092.631,tt0108778,tt0583567,2,10,1092.66,1090.66,2.0,friends_s02e10_seg02_clip_15,"[109, 109, 110, 110, 111, 111, 111, 112, 112, 113, 113, 113, 114, 114, 115, 115]","[[[340, 91, 436, 217], [5, 92, 56, 203], [39, 108, 88, 198]], [[340, 91, 436, 217], [5, 92, 56, 203], [39, 108, 88, 198]], [[320, 67, 401, 184]], [[320, 67, 401, 184]], [[312, 69, 392, 186]], [[312, 69, 392, 186]], [[312, 69, 392, 186]], [[305, 62, 387, 187]], [[305, 62, 387, 187]], [[311, 68, 399, 194], [579, 53, 613, 115]], [[311, 68, 399, 194], [579, 53, 613, 115]], [[311, 68, 399, 194], [579, 53, 613, 115]], [[310, 70, 402, 197], [578, 48, 613, 120]], [[310, 70, 402, 197], [578, 48, 613, 120]], [[329, 61, 421, 188], [583, 49, 617, 112]], [[329, 61, 421, 188], [583, 49, 617, 112]]]","{'nm0001073': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)], 'nm0893283': [(0, 1), (1, 1)]}"
Chandler sits between them with a crossword.,1098.676,1100.656,tt0108778,tt0583567,2,10,1100.666,1098.666,2.0,friends_s02e10_seg02_clip_15,"[133, 133, 134, 134, 135, 135, 135, 136, 136, 136, 137, 137, 138, 138, 138, 139]","[[[358, 135, 465, 276], [101, 120, 189, 238]], [[358, 135, 465, 276], [101, 120, 189, 238]], [[101, 122, 189, 239], [341, 147, 441, 287]], [[101, 122, 189, 239], [341, 147, 441, 287]], [[328, 152, 429, 294], [105, 121, 192, 239], [574, 120, 648, 264]], [[328, 152, 429, 294], [105, 121, 192, 239], [574, 120, 648, 264]], [[328, 152, 429, 294], [105, 121, 192, 239], [574, 120, 648, 264]], [[102, 123, 190, 239], [326, 154, 425, 297], [573, 119, 645, 267]], [[102, 123, 190, 239], [326, 154, 425, 297], [573, 119, 645, 267]], [[102, 123, 190, 239], [326, 154, 425, 297], [573, 119, 645, 267]], [[102, 118, 188, 236], [325, 155, 423, 299], [572, 119, 643, 268]], [[102, 118, 188, 236], [325, 155, 423, 299], [572, 119, 643, 268]], [[102, 113, 189, 234], [324, 157, 419, 301], [571, 121, 639, 270]], [[102, 113, 189, 234], [324, 157, 419, 301], [571, 121, 639, 270]], [[102, 113, 189, 234], [324, 157, 419, 301], [571, 121, 639, 270]], [[99, 116, 185, 234], [325, 163, 420, 304], [571, 120, 641, 267]]]","{'nm0001612': [(0, 0), (1, 0), (2, 1), (3, 1), (4, 0), (5, 0), (6, 0), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1)], 'nm0001710': [(0, 1), (1, 1), (2, 0), (3, 0), (4, 1), (5, 1), (6, 1), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
"From the counter, Phoebe watches them with Rachel.",1119.862,1122.023,tt0108778,tt0583567,2,10,1122.023,1119.862,2.161,friends_s02e10_seg02_clip_16,"[26, 26, 27, 27, 28, 28, 29, 29, 29, 30, 30, 31, 31, 32, 32, 32]","[[[530, 6, 574, 72], [263, 115, 346, 214], [85, 145, 141, 260]], [[530, 6, 574, 72], [263, 115, 346, 214], [85, 145, 141, 260]], [[356, 140, 460, 284], [121, 100, 212, 231]], [[356, 140, 460, 284], [121, 100, 212, 231]], [[355, 140, 455, 282], [123, 97, 214, 231]], [[355, 140, 455, 282], [123, 97, 214, 231]], [[117, 97, 208, 231], [323, 157, 417, 304]], [[117, 97, 208, 231], [323, 157, 417, 304]], [[117, 97, 208, 231], [323, 157, 417, 304]], [[312, 170, 414, 308], [109, 100, 199, 233]], [[312, 170, 414, 308], [109, 100, 199, 233]], [[375, 93, 457, 207], [107, 121, 186, 226]], [[375, 93, 457, 207], [107, 121, 186, 226]], [[106, 121, 185, 226], [357, 75, 421, 190]], [[106, 121, 185, 226], [357, 75, 421, 190]], [[106, 121, 185, 226], [357, 75, 421, 190]]]","{'nm0001710': [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 0), (7, 0), (8, 0), (9, 1), (10, 1)], 'nm0001612': [(0, 2), (1, 2), (2, 0), (3, 0), (4, 0), (5, 0), (6, 1), (7, 1), (8, 1), (9, 0), (10, 0)], 'nm0001435': [(11, 0), (12, 0), (13, 1), (14, 1), (15, 1)], 'nm0000098': [(11, 1), (12, 1), (13, 0), (14, 0), (15, 0)]}"
Chandler stands and walks off.,1158.738,1160.119,tt0108778,tt0583567,2,10,1160.428,1158.428,2.0,friends_s02e10_seg02_clip_16,"[141, 142, 142, 143, 143, 143, 144, 144, 145, 145, 145, 146, 146, 147, 147, 147]","[[[100, 97, 188, 226], [538, 120, 619, 272]], [[94, 89, 180, 222], [538, 133, 617, 277]], [[94, 89, 180, 222], [538, 133, 617, 277]], [[94, 79, 181, 209], [538, 130, 618, 274]], [[94, 79, 181, 209], [538, 130, 618, 274]], [[94, 79, 181, 209], [538, 130, 618, 274]], [[174, 124, 269, 252]], [[174, 124, 269, 252]], [[168, 123, 264, 251]], [[168, 123, 264, 251]], [[168, 123, 264, 251]], [[167, 123, 264, 251], [239, 0, 308, 46]], [[167, 123, 264, 251], [239, 0, 308, 46]], [[145, 126, 248, 257], [263, 0, 315, 42]], [[145, 126, 248, 257], [263, 0, 315, 42]], [[145, 126, 248, 257], [263, 0, 315, 42]]]","{'nm0001710': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Ross fights to keep his cool.,1165.742,1167.583,tt0108778,tt0583567,2,10,1167.662,1165.662,2.0,friends_s02e10_seg02_clip_16,"[163, 163, 164, 164, 165, 165, 165, 166, 166, 167, 167, 167, 168, 168, 169, 169]","[[[323, 115, 427, 264]], [[323, 115, 427, 264]], [[322, 114, 426, 263]], [[322, 114, 426, 263]], [[322, 113, 426, 262]], [[322, 113, 426, 262]], [[322, 113, 426, 262]], [[322, 112, 426, 261]], [[322, 112, 426, 261]], [[326, 106, 431, 260]], [[326, 106, 431, 260]], [[326, 106, 431, 260]], [[340, 97, 450, 252]], [[340, 97, 450, 252]], [[334, 103, 441, 255]], [[334, 103, 441, 255]]]","{'nm0001710': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
She puts a hand under Mrs. Green's chin.,926.677,928.674,tt0108778,tt0583624,2,11,928.676,926.676,2.0,friends_s02e11_seg02_clip_13,"[61, 61, 62, 62, 63, 63, 63, 64, 64, 65, 65, 65, 66, 66, 67, 67]","[[[550, 127, 595, 181], [277, 97, 311, 160]], [[550, 127, 595, 181], [277, 97, 311, 160]], [[515, 119, 558, 174], [269, 90, 307, 155]], [[515, 119, 558, 174], [269, 90, 307, 155]], [[503, 117, 544, 174], [233, 92, 277, 158]], [[503, 117, 544, 174], [233, 92, 277, 158]], [[503, 117, 544, 174], [233, 92, 277, 158]], [[477, 114, 518, 169], [184, 83, 228, 151]], [[477, 114, 518, 169], [184, 83, 228, 151]], [[157, 72, 206, 143], [438, 116, 477, 173]], [[157, 72, 206, 143], [438, 116, 477, 173]], [[157, 72, 206, 143], [438, 116, 477, 173]], [[397, 108, 439, 167], [160, 75, 206, 143]], [[397, 108, 439, 167], [160, 75, 206, 143]], [[155, 76, 204, 148], [365, 106, 407, 162]], [[155, 76, 204, 148], [365, 106, 407, 162]]]","{'nm0001435': [(12, 1), (13, 1), (14, 0), (15, 0)]}"
Mrs. Green grins as she strolls over with her drink.,931.739,934.261,tt0108778,tt0583624,2,11,934.261,931.739,2.522,friends_s02e11_seg02_clip_13,"[76, 77, 77, 78, 78, 79, 79, 80, 80, 81, 81, 82, 82, 83, 83, 84]","[[[354, 100, 405, 173]], [[339, 97, 394, 170]], [[339, 97, 394, 170]], [[342, 108, 396, 171]], [[342, 108, 396, 171]], [[346, 96, 394, 157]], [[346, 96, 394, 157]], [[334, 81, 380, 143]], [[334, 81, 380, 143]], [[308, 73, 364, 139]], [[308, 73, 364, 139]], [[300, 71, 357, 141]], [[300, 71, 357, 141]], [[298, 71, 355, 144]], [[298, 71, 355, 144]], [[298, 71, 355, 147]]]","{'nm0005486': [(0, 0), (1, 0), (2, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
"Later, Joey, Chandler, and Phoebe help cook.",1003.957,1006.417,tt0108778,tt0583624,2,11,1006.417,1003.957,2.46,friends_s02e11_seg02_clip_14,"[113, 113, 114, 114, 115, 115, 116, 116, 117, 117, 118, 118, 119, 119, 120, 120]","[[[311, 69, 405, 202]], [[311, 69, 405, 202]], [[312, 71, 406, 205]], [[312, 71, 406, 205]], [[311, 71, 406, 206]], [[311, 71, 406, 206]], [[308, 69, 406, 207]], [[308, 69, 406, 207]], [[307, 70, 404, 209]], [[307, 70, 404, 209]], [[305, 69, 404, 210]], [[305, 69, 404, 210]], [[303, 70, 403, 214]], [[303, 70, 403, 214]], [[302, 74, 402, 218]], [[302, 74, 402, 218]]]","{'nm0000098': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Joey makes pigs in a blanket.,1017.046,1018.397,tt0108778,tt0583624,2,11,1018.722,1016.722,2.0,friends_s02e11_seg02_clip_14,"[151, 151, 152, 152, 153, 153, 153, 154, 154, 155, 155, 155, 156, 156, 157, 157]","[[[214, 64, 300, 189]], [[214, 64, 300, 189]], [[217, 71, 308, 192]], [[217, 71, 308, 192]], [[206, 99, 264, 189], [406, 268, 470, 356]], [[206, 99, 264, 189], [406, 268, 470, 356]], [[206, 99, 264, 189], [406, 268, 470, 356]], [[215, 109, 272, 195], [412, 248, 471, 337]], [[215, 109, 272, 195], [412, 248, 471, 337]], [[187, 99, 239, 178], [425, 262, 491, 343]], [[187, 99, 239, 178], [425, 262, 491, 343]], [[187, 99, 239, 178], [425, 262, 491, 343]], [[158, 107, 215, 188]], [[158, 107, 215, 188]], [[141, 85, 189, 162]], [[141, 85, 189, 162]]]","{'nm0001612': [(0, 0), (1, 0), (2, 0), (3, 0)], 'nm0001073': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0)], 'nm0001435': [(4, 1), (5, 1), (6, 1)]}"
"Monica marches over to Ross, who sits on the couch.",1038.723,1041.324,tt0108778,tt0583624,2,11,1041.324,1038.723,2.601,friends_s02e11_seg02_clip_15,"[40, 41, 41, 42, 42, 43, 43, 44, 44, 45, 45, 46, 47, 47, 48, 48]","[[[206, 94, 289, 206], [414, 249, 486, 380]], [[208, 60, 288, 162]], [[208, 60, 288, 162]], [[212, 55, 292, 157], [385, 275, 477, 422]], [[212, 55, 292, 157], [385, 275, 477, 422]], [[200, 81, 279, 187]], [[200, 81, 279, 187]], [[191, 83, 271, 189]], [[191, 83, 271, 189]], [[196, 84, 277, 190]], [[196, 84, 277, 190]], [[256, 147, 292, 192], [360, 72, 387, 107], [52, 66, 83, 96], [466, 167, 499, 213]], [[256, 147, 292, 193], [47, 63, 77, 98], [471, 167, 506, 216], [374, 64, 393, 97]], [[256, 147, 292, 193], [47, 63, 77, 98], [471, 167, 506, 216], [374, 64, 393, 97]], [[366, 59, 393, 97], [258, 150, 293, 194], [45, 66, 73, 104], [468, 165, 508, 216]], [[366, 59, 393, 97], [258, 150, 293, 194], [45, 66, 73, 104], [468, 165, 508, 216]]]","{'nm0001073': [(0, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0)]}"
He gets up.,1057.624,1058.17,tt0108778,tt0583624,2,11,1058.897,1056.897,2.0,friends_s02e11_seg02_clip_15,"[95, 95, 96, 96, 96, 97, 97, 98, 98, 99, 99, 99, 100, 100, 101, 101]","[[[371, 279, 432, 361], [242, 70, 300, 137]], [[371, 279, 432, 361], [242, 70, 300, 137]], [[244, 69, 301, 135], [382, 258, 438, 345]], [[244, 69, 301, 135], [382, 258, 438, 345]], [[244, 69, 301, 135], [382, 258, 438, 345]], [[388, 260, 446, 347], [246, 67, 303, 133]], [[388, 260, 446, 347], [246, 67, 303, 133]], [[368, 268, 428, 352], [243, 65, 300, 131]], [[368, 268, 428, 352], [243, 65, 300, 131]], [[237, 66, 292, 131], [412, 292, 484, 370]], [[237, 66, 292, 131], [412, 292, 484, 370]], [[237, 66, 292, 131], [412, 292, 484, 370]], [[235, 67, 283, 128], [528, 313, 596, 383]], [[235, 67, 283, 128], [528, 313, 596, 383]], [[223, 67, 271, 127]], [[223, 67, 271, 127]]]","{'nm0001710': [(0, 0), (1, 0), (2, 1), (3, 1), (4, 1), (5, 0), (6, 0), (7, 0), (8, 0), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1)], 'nm0001073': [(0, 1), (1, 1), (2, 0), (3, 0), (4, 0)]}"
Ross gives him a look as Monica answers the door to Carol.,1064.443,1067.53,tt0108778,tt0583624,2,11,1067.53,1064.443,3.087,friends_s02e11_seg02_clip_15,"[118, 118, 119, 119, 120, 121, 121, 122, 123, 123, 124, 124, 125, 126, 126, 127]","[[[303, 61, 405, 199]], [[303, 61, 405, 199]], [[311, 72, 413, 208]], [[311, 72, 413, 208]], [[322, 78, 422, 213]], [[324, 81, 426, 216]], [[324, 81, 426, 216]], [[330, 99, 426, 226]], [], [], [], [], [], [], [], []]","{'nm0001710': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0)]}"
Ross shoots her a glare.,1089.513,1090.754,tt0108778,tt0583624,2,11,1091.134,1089.134,2.0,friends_s02e11_seg02_clip_16,"[9, 9, 9, 10, 10, 11, 11, 11, 12, 12, 13, 13, 13, 14, 14, 15]","[[[176, 87, 272, 225]], [[176, 87, 272, 225]], [[176, 87, 272, 225]], [[153, 86, 253, 227]], [[153, 86, 253, 227]], [[147, 87, 246, 228]], [[147, 87, 246, 228]], [[147, 87, 246, 228]], [[146, 88, 245, 228]], [[146, 88, 245, 228]], [[144, 94, 242, 234]], [[144, 94, 242, 234]], [[144, 94, 242, 234]], [[248, 61, 363, 223]], [[248, 61, 363, 223]], [[250, 65, 363, 225], [573, 253, 612, 296]]]","{'nm0001710': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0)], 'nm0001073': [(13, 0), (14, 0), (15, 0)]}"
They run to their cooking stations.,1166.709,1168.21,tt0108778,tt0583624,2,11,1168.46,1166.46,2.0,friends_s02e11_seg02_clip_17,"[61, 61, 62, 62, 62, 63, 63, 64, 64, 64, 65, 65, 66, 66, 66, 67]","[[[195, 129, 238, 184], [479, 100, 521, 150], [441, 100, 466, 136], [375, 109, 408, 153], [552, 106, 587, 150]], [[195, 129, 238, 184], [479, 100, 521, 150], [441, 100, 466, 136], [375, 109, 408, 153], [552, 106, 587, 150]], [[168, 164, 211, 219]], [[168, 164, 211, 219]], [[168, 164, 211, 219]], [[141, 153, 181, 205], [254, 85, 283, 129], [388, 118, 427, 165]], [[141, 153, 181, 205], [254, 85, 283, 129], [388, 118, 427, 165]], [[313, 79, 393, 189]], [[313, 79, 393, 189]], [[313, 79, 393, 189]], [[288, 88, 373, 192]], [[288, 88, 373, 192]], [[307, 97, 391, 191]], [[307, 97, 391, 191]], [[307, 97, 391, 191]], [[326, 94, 411, 198]]]","{'nm0001435': [(0, 1), (1, 1)], 'nm0001710': [(7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Ross and Carol hug.,1171.813,1172.954,tt0108778,tt0583624,2,11,1173.384,1171.384,2.0,friends_s02e11_seg02_clip_17,"[76, 76, 76, 77, 77, 78, 78, 78, 79, 79, 80, 80, 80, 81, 81, 81]","[[[113, 138, 140, 172], [249, 79, 269, 110], [156, 159, 181, 190]], [[113, 138, 140, 172], [249, 79, 269, 110], [156, 159, 181, 190]], [[113, 138, 140, 172], [249, 79, 269, 110], [156, 159, 181, 190]], [[112, 139, 137, 172], [148, 156, 173, 193]], [[112, 139, 137, 172], [148, 156, 173, 193]], [], [], [], [], [], [], [], [], [], [], []]",{}
A string trio plays.,1208.171,1209.292,tt0108778,tt0583624,2,11,1209.731,1207.731,2.0,friends_s02e11_seg02_clip_17,"[185, 185, 185, 186, 186, 187, 187, 187, 188, 188, 189, 189, 189, 190, 190, 191]","[[[182, 80, 258, 179], [416, 64, 493, 169]], [[182, 80, 258, 179], [416, 64, 493, 169]], [[182, 80, 258, 179], [416, 64, 493, 169]], [[174, 75, 248, 176], [412, 65, 489, 171]], [[174, 75, 248, 176], [412, 65, 489, 171]], [[171, 77, 245, 177], [410, 66, 486, 173]], [[171, 77, 245, 177], [410, 66, 486, 173]], [[171, 77, 245, 177], [410, 66, 486, 173]], [[168, 79, 241, 178], [410, 66, 485, 173]], [[168, 79, 241, 178], [410, 66, 485, 173]], [[291, 73, 336, 131], [527, 55, 583, 124], [77, 84, 122, 141]], [[291, 73, 336, 131], [527, 55, 583, 124], [77, 84, 122, 141]], [[291, 73, 336, 131], [527, 55, 583, 124], [77, 84, 122, 141]], [[527, 47, 581, 114], [283, 72, 329, 131], [74, 83, 118, 140]], [[527, 47, 581, 114], [283, 72, 329, 131], [74, 83, 118, 140]], [[527, 55, 584, 125], [279, 75, 325, 135], [72, 85, 117, 142]]]","{'nm0001455': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0)], 'nm0001612': [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1)]}"
Phoebe unwraps a candy.,1213.239,1214.44,tt0108778,tt0583624,2,11,1214.84,1212.84,2.0,friends_s02e11_seg02_clip_17,"[200, 200, 201, 201, 201, 202, 202, 203, 203, 203, 204, 204, 205, 205, 205, 206]","[[[422, 56, 450, 89], [585, 40, 613, 86], [509, 60, 541, 103], [239, 36, 254, 55], [24, 109, 66, 213], [409, 54, 429, 85]], [[422, 56, 450, 89], [585, 40, 613, 86], [509, 60, 541, 103], [239, 36, 254, 55], [24, 109, 66, 213], [409, 54, 429, 85]], [[518, 57, 549, 102], [426, 55, 456, 89], [396, 48, 420, 82], [9, 106, 52, 213], [238, 36, 253, 54], [586, 40, 614, 90], [543, 44, 566, 77], [502, 24, 529, 57]], [[518, 57, 549, 102], [426, 55, 456, 89], [396, 48, 420, 82], [9, 106, 52, 213], [238, 36, 253, 54], [586, 40, 614, 90], [543, 44, 566, 77], [502, 24, 529, 57]], [[518, 57, 549, 102], [426, 55, 456, 89], [396, 48, 420, 82], [9, 106, 52, 213], [238, 36, 253, 54], [586, 40, 614, 90], [543, 44, 566, 77], [502, 24, 529, 57]], [[424, 55, 452, 91], [386, 46, 412, 80], [523, 59, 552, 101], [17, 99, 56, 184], [237, 36, 253, 54], [548, 43, 572, 78]], [[424, 55, 452, 91], [386, 46, 412, 80], [523, 59, 552, 101], [17, 99, 56, 184], [237, 36, 253, 54], [548, 43, 572, 78]], [[420, 51, 447, 87], [9, 95, 58, 199], [383, 47, 407, 80], [529, 63, 557, 105], [239, 36, 254, 54], [553, 43, 579, 82], [501, 24, 528, 57]], [[420, 51, 447, 87], [9, 95, 58, 199], [383, 47, 407, 80], [529, 63, 557, 105], [239, 36, 254, 54], [553, 43, 579, 82], [501, 24, 528, 57]], [[420, 51, 447, 87], [9, 95, 58, 199], [383, 47, 407, 80], [529, 63, 557, 105], [239, 36, 254, 54], [553, 43, 579, 82], [501, 24, 528, 57]], [[152, 99, 221, 171], [55, 74, 86, 130]], [[152, 99, 221, 171], [55, 74, 86, 130]], [[148, 76, 221, 158], [55, 75, 89, 131]], [[148, 76, 221, 158], [55, 75, 89, 131]], [[148, 76, 221, 158], [55, 75, 89, 131]], [[148, 77, 221, 160], [51, 74, 88, 136], [315, 46, 339, 95], [410, 94, 432, 144]]]","{'nm0001435': [(10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
